Training set losses. Units: meV (U), meV/Å (F), meV (σ), % (R2)
    Step |      Loss |   U R2 |     U MAE |    U RMSE |   F R2 |     F MAE |    F RMSE
179013194 |  1.68e-05 |     -- |  3.54e-01 |  2.05e+00 |     -- |  1.93e+00 |  5.42e+00
179823206 |  1.64e-05 |     -- |  3.50e-01 |  2.05e+00 |     -- |  1.91e+00 |  5.40e+00
180633232 |  1.66e-05 |     -- |  3.45e-01 |  2.04e+00 |     -- |  1.90e+00 |  5.39e+00
181443246 |  1.64e-05 |     -- |  3.40e-01 |  2.04e+00 |     -- |  1.89e+00 |  5.37e+00
182253252 |  1.65e-05 |     -- |  3.40e-01 |  2.04e+00 |     -- |  1.89e+00 |  5.38e+00
183063264 |  1.59e-05 |     -- |  3.27e-01 |  2.04e+00 |     -- |  1.87e+00 |  5.35e+00
183873281 |  1.64e-05 |     -- |  3.26e-01 |  2.04e+00 |     -- |  1.86e+00 |  5.36e+00
184683297 |  1.64e-05 |     -- |  3.20e-01 |  2.04e+00 |     -- |  1.85e+00 |  5.35e+00
185493324 |  1.61e-05 |     -- |  3.15e-01 |  2.03e+00 |     -- |  1.84e+00 |  5.34e+00
186303325 |  1.60e-05 |     -- |  3.13e-01 |  2.03e+00 |     -- |  1.84e+00 |  5.34e+00
187113348 |  1.57e-05 |     -- |  3.08e-01 |  2.03e+00 |     -- |  1.83e+00 |  5.32e+00
187923363 |  1.60e-05 |     -- |  2.98e-01 |  2.03e+00 |     -- |  1.81e+00 |  5.31e+00
188733390 |  1.65e-05 |     -- |  2.96e-01 |  2.03e+00 |     -- |  1.80e+00 |  5.31e+00
189543392 |  1.62e-05 |     -- |  2.92e-01 |  2.03e+00 |     -- |  1.80e+00 |  5.30e+00
190353414 |  1.57e-05 |     -- |  2.86e-01 |  2.02e+00 |     -- |  1.78e+00 |  5.29e+00
