global_epoch,stage,stage_epoch,lr_weight,std_q,mean_abs_q,std_q_dipole,std_q_quadrupole,f_long_over_f_total,e_long_over_e_total
426,4,26,20.0,0.11075967138303754,0.05800265868097289,0.05523489540565225,0.0223190087016994,0.0006333282400266332,1.4292030934467814
427,4,27,20.0,0.11075956742877054,0.05800257071470603,0.055234597846602555,0.022318951520451078,0.0006333246904466845,1.4292218504115024
428,4,28,20.0,0.11075946277444049,0.05800248115083091,0.055234301448083105,0.02231889332217724,0.0006333173204868621,1.42924060323353
429,4,29,20.0,0.11075935867299792,0.058002393054147054,0.055234004826613205,0.022318835729772037,0.0006333119867746735,1.4292593553873392
430,4,30,20.0,0.11075925472916612,0.05800230505527594,0.055233708397241316,0.02231877813721822,0.0006333112695021509,1.4292781229047944
431,4,31,20.0,0.11075915010059761,0.05800221708900908,0.05523341227065166,0.02231872076021907,0.0006333073392238986,1.4292968586555606
432,4,32,20.0,0.11075904640257175,0.05800212834024022,0.05523311655753085,0.022318662982479573,0.0006333003273638313,1.4293156173100803
433,4,33,20.0,0.11075894233773617,0.058002040536994606,0.05523281940395659,0.022318605831160413,0.0006332905417798473,1.4293343723983296
434,4,34,20.0,0.11075883843092939,0.05800195139697474,0.05523252211042998,0.02231854807366672,0.0006332839650265085,1.4293531281734726
435,4,35,20.0,0.11075873412030655,0.05800186372414613,0.05523222503667019,0.022318490542000753,0.0006332770245796301,1.4293719095512605
436,4,36,20.0,0.1107586301031202,0.05800177543183677,0.05523192945554803,0.022318433143718813,0.0006332731145624436,1.4293906469895359
437,4,37,20.0,0.11075852642794555,0.05800168681348491,0.05523163307037993,0.022318375313876017,0.0006332705984038623,1.4294093938090708
438,4,38,20.0,0.11075842223919129,0.0580015988798223,0.055231336434579434,0.02231831774067763,0.0006332634671615474,1.4294281857420146
439,4,39,20.0,0.11075831818553677,0.058001510163657684,0.055231039686499867,0.022318260126243546,0.0006332566295503975,1.4294469287153189
440,4,40,20.0,0.11075821429053836,0.05800142193655682,0.0552307424110651,0.022318202727369015,0.0006332507418703,1.4294657125657793
441,4,41,20.0,0.11075817907670732,0.05800138920188969,0.055230660226286706,0.022318174192225773,0.0006332496638786491,1.4294706429085937
442,4,42,20.0,0.11075814423124865,0.058001356728056556,0.05523057801371432,0.0223181456673179,0.000633253286810994,1.4294755765739489
443,4,43,20.0,0.11075810999912568,0.05800132425422343,0.05523049549663035,0.022318117358082683,0.0006332482361643717,1.4294805516258937
444,4,44,20.0,0.11075807457604679,0.05800129204122429,0.05523041309011025,0.022318088761199038,0.0006332466616616741,1.4294854724087716
445,4,45,20.0,0.11075804018451732,0.05800125920874441,0.0552303307941545,0.022318060297813306,0.0006332453594037297,1.4294904121689094
446,4,46,20.0,0.11075800509321135,0.05800122644147302,0.05523024811066996,0.022318031649497038,0.0006332437243820128,1.4294953500307435
447,4,47,20.0,0.1107579707260499,0.058001194358890895,0.05523016647859424,0.022318003525011666,0.0006332422999026071,1.429500302225429
448,4,48,20.0,0.11075793565973857,0.05800116208068326,0.055230083767191754,0.022317974856078664,0.000633240035314432,1.4295052420793257
449,4,49,20.0,0.11075790125429323,0.05800112941122463,0.05523000163677726,0.022317946474723193,0.0006332385972721102,1.4295101954949552
450,4,50,20.0,0.11075786658031711,0.05800109628530649,0.05522991956158469,0.02231791824741094,0.0006332372150997552,1.4295151290522545
451,4,51,20.0,0.11075783194270766,0.05800106475699661,0.05522983676679619,0.022317889588640363,0.0006332356722687057,1.4295200865965028
452,4,52,20.0,0.11075779704897232,0.05800103221795498,0.05522975463601439,0.02231786121744844,0.000633234219477668,1.4295250090078995
453,4,53,20.0,0.11075776255810788,0.0580009997767261,0.05522967283717635,0.022317832671596555,0.0006332296858698709,1.4295299484562418
454,4,54,20.0,0.11075772729491669,0.05800096691164196,0.05522958998667359,0.02231780407434813,0.0006332324210611166,1.4295349234964945
455,4,55,20.0,0.110757692731271,0.058000934568225825,0.05522950835362513,0.02231777588794385,0.0006332310357591146,1.4295398235900727
456,4,56,20.0,0.11075765774981583,0.05800090186616295,0.05522942558589247,0.022317747413887055,0.000633233247059718,1.4295447961902898
457,4,57,20.0,0.11075762329737328,0.058000869881393566,0.05522934303941436,0.022317719227411218,0.0006332309167259106,1.4295497324953967
458,4,58,20.0,0.11075758862204636,0.05800083730974768,0.055229261239966715,0.022317690547840954,0.0006332295469314948,1.4295546825489418
459,4,59,20.0,0.1107575539977917,0.05800080467289329,0.05522917858255335,0.02231766208394735,0.0006332303363896296,1.4295596071312988
460,4,60,20.0,0.1107575186233,0.05800077278593666,0.055229096118723404,0.022317633897363742,0.000633228359701511,1.429564572909674
461,4,61,20.0,0.11075750914782094,0.05800076157007462,0.05522907342731235,0.022317622043374435,0.0006332278785345148,1.429565550840417
462,4,62,20.0,0.11075750002706812,0.05800075100629758,0.0552290506252021,0.022317610384548655,0.0006332311446017803,1.429566512539925
463,4,63,20.0,0.11075748942287042,0.05800074018168653,0.055229028182824685,0.022317598530546857,0.00063323069157655,1.42956749394837
464,4,64,20.0,0.1107574801292813,0.05800072935707549,0.05522900496560837,0.022317587077150924,0.000633230514890118,1.4295684769099593
465,4,65,20.0,0.11075747021098073,0.05800071924975794,0.05522898221881486,0.02231757533612998,0.0006332300893612115,1.4295694424787722
466,4,66,20.0,0.1107574607228828,0.0580007080338959,0.05522895980408216,0.02231756366700768,0.0006332301729765554,1.4295704142278094
467,4,67,20.0,0.11075745125771146,0.058000697437514605,0.05522893669752721,0.022317552059512018,0.0006332297479479658,1.4295713929377243
468,4,68,20.0,0.1107574411436459,0.05800068700415456,0.05522891419975842,0.022317540349289032,0.0006332294855288317,1.4295723542642456
469,4,69,20.0,0.11075743150856675,0.05800067647298177,0.055228891397582434,0.022317528597971373,0.0006332289768241821,1.4295733318153074
470,4,70,20.0,0.11075742231337604,0.05800066535493247,0.055228868540051906,0.022317517021273887,0.0006332285649074369,1.4295743105292136
471,4,71,20.0,0.11075741221150344,0.05800065472594693,0.05522884584854735,0.022317505403481815,0.0006332280803675556,1.4295752811328286
472,4,72,20.0,0.11075740274716414,0.058000643999148636,0.05522882332306898,0.022317493600785006,0.0006332277011030481,1.4295762563743462
473,4,73,20.0,0.1107573927796537,0.058000633239746094,0.055228800299474703,0.022317481839170573,0.0006332585707791844,1.4295772319980276
474,4,74,20.0,0.11075738338953402,0.05800062228471805,0.05522877780165036,0.022317470108366426,0.0006332268735020255,1.4295782288827883
475,4,75,20.0,0.11075737388776735,0.058000612373026006,0.05522875480570973,0.022317458470005602,0.0006332575999476885,1.4295791992965587
476,4,76,20.0,0.1107573639339144,0.05800060167883196,0.055228732169503705,0.02231744675973351,0.0006332571922137209,1.4295801706780056
477,4,77,20.0,0.110757353597803,0.05800059039776142,0.05522870892449031,0.022317435326804042,0.0006332568898135727,1.429581154037863
478,4,78,20.0,0.11075734411011233,0.058000580225235375,0.05522868645430139,0.022317423647336354,0.0006332564410404572,1.429582113054501
479,4,79,20.0,0.11075733444958584,0.05800056881374783,0.055228663707376696,0.02231741173160225,0.0006332560887086668,1.4295830871438056
480,4,80,20.0,0.11075732530421563,0.05800055864122179,0.05522864137553276,0.022317400082938792,0.0006332516673645705,1.4295840712788357
481,4,81,20.0,0.11075732109444787,0.05800055609809028,0.055228636090051644,0.02231739732999098,0.0006332554909255869,1.4295842962552454
482,4,82,20.0,0.11075731868773038,0.05800055313110351,0.05522863133035094,0.02231739439214332,0.0006332553663941071,1.4295845022853007
483,4,83,20.0,0.1107573153615076,0.0580005501315125,0.05522862596185082,0.022317391628922614,0.0006332553389307363,1.4295847475458496
484,4,84,20.0,0.11075731184015018,0.05800054762098524,0.0552286210914585,0.022317388701346398,0.0006332512097574012,1.4295849779206755
485,4,85,20.0,0.11075730835328805,0.05800054432795598,0.05522861608270232,0.02231738591758059,0.0006332550314075862,1.429585186654822
486,4,86,20.0,0.11075730500309157,0.05800054139357347,0.05522861079721879,0.02231738312354223,0.0006332509257168239,1.4295854027391397
487,4,87,20.0,0.11075730205682453,0.05800053858960796,0.05522860515198974,0.02231738003160967,0.0006332507587671893,1.4295856466432488
488,4,88,20.0,0.11075729835106345,0.05800053565522544,0.055228600724358715,0.022317377309476,0.0006332505982142965,1.429585859633427
489,4,89,20.0,0.11075729540500544,0.05800053294907268,0.05522859535585562,0.02231737465924743,0.0006332504569753259,1.4295860961971698
490,4,90,20.0,0.1107572923243739,0.05800053014510717,0.0552285908728784,0.022317371824118838,0.0006332503074611128,1.4295862983622927
491,4,91,20.0,0.11075728856982885,0.05800052730853741,0.055228585670410564,0.022317368865723403,0.0006332501695294618,1.4295865484552726
492,4,92,20.0,0.11075728551275196,0.05800052421113365,0.05522858066165117,0.022317365876510953,0.0006332500237525161,1.4295867533244218
493,4,93,20.0,0.11075728221175685,0.058000521537585135,0.0552285755698732,0.02231736321600881,0.0006332498735216091,1.429586989117289
494,4,94,20.0,0.1107572787991153,0.05800051879882812,0.05522857103154896,0.022317360421967615,0.0006332497401329395,1.4295872061589139
495,4,95,20.0,0.11075727565687601,0.058000515864445615,0.05522856519260686,0.022317357586837217,0.0006332496286186191,1.4295874375104967
496,4,96,20.0,0.11075727261304084,0.058000512277978096,0.05522856062660905,0.02231735463871211,0.0006332494552134946,1.4295876520435533
497,4,97,20.0,0.11075726885849509,0.05800050960442959,0.05522855534112021,0.022317351700858825,0.000633249317677516,1.4295878793346237
498,4,98,20.0,0.1107572659854024,0.05800050732213208,0.055228550470721664,0.022317348917088402,0.0006332491976707323,1.4295880946389818
499,4,99,20.0,0.11075726196003552,0.05800050357264331,0.05522854537894092,0.02231734596896215,0.0006332490399658472,1.429588319226293
500,4,100,20.0,0.1107572590633878,0.05800050158378405,0.05522854053621422,0.022317343329002072,0.0006332489034829035,1.429588546507952
